671184150599237633***,***Hugo se hace mayor dia a dia 😱 #parenting https://t.co/ueSKtI2aUP
558701752791613441***,***SUBIRE VIDEOS CON Y SIN MASCARA PARA NO PERDER AL PERSONAJE DEL CAKITAS PERO PARA IR CONOCIENDO MAS A LA PERSONA QUE HAY DETRAS EL CANAL :)
558701587909324800***,***AL LLEGAR A LOS 1.500 SUS QUE YA QUEDA POQUITO, EL CAKITAS SE QUITA LA MASCARA, QUE LE PICA MUCHO :)
558675463141216257***,***RuneScape Primer Contacto: http://t.co/4MZY3sHVQa
558673418162561024***,***En 5 minutos estoy en directo en Twtich con #RuneScape :) http://t.co/T3PcafYRyo
558651259570647040***,***HOY EN EL VLOG DEL CAKITAS: LA HOMOSEXUALIDAD http://t.co/o4uBz0ao0i
558650350819749889***,***LA HOMOSEXUALIDAD ┋CAKITAS VLOGS #3: http://t.co/2cWEJj9TEU via @YouTube
558496272617705472***,***Heroes of the Storm desde cero: http://t.co/ika6msbvVf
558463800702025728***,***Minecraft al Desnudo| cap 3 | En busca de un buen lugar: http://t.co/aMIWK93roe via @YouTube
558365625840451584***,***@Gus_Brony GRACIAS GUSTAVO!
558363093169098753***,***ESTOY EMPEZANDO CON LOS MOBAS! #LOL Y #HOTS! LO SUBO AL CANAL? CAKIBESOS DESDE CAKIFORNIA!
558301754165448705***,***CAKITAS EN THAILANDIA ┋CALL OF DUTY ADVANCED WARFARE #8 http://t.co/JTbABAK3bX
558056076810391553***,***@augusto7810 HELLO!
558056042039635969***,***@VicenteSCampos HOLA!
557977666981093376***,***League of Legends desde Cero: http://t.co/EtSUcPyWQf
557972308178923521***,***De compras en GTAV : http://t.co/92JufEuByw
557919242415128577***,***@Gus_Brony AVISAME SI VES QUE LA CALIDAD BAJA!!! ME ESFUERZO TODO LO QUE PUEDO :)
557919047715913728***,***MIERCOLES DE TERROR EN EL CANAL! ELLIE Y JOEL SE VAN DE MARCHA ZOMBIE! #THELASTOFUS REMASTERED http://t.co/PhOrjo23oG
557918355899056129***,***YA SOMOS 1.400 SUSCRIPTORES EN EL CANAL DE YOUTUBE! GRACIAS! https://t.co/PP9tmq4n7c
557806932426518529***,***@flyingdinopanda aun no ;)
557794460541935619***,***De compras en GTAV : http://t.co/U8NnYKdUmz
557739556557307906***,***@alekei35_alex CLARO!
557714476376797186***,***Resident Evil: http://t.co/y9FHjXrfdg
557577424670445568***,***HOY #TRIALSFUSION EN EL CANAL! DIVERTIDISIMO! https://t.co/U6B3gqGEb1
557448752320245760***,***CAKITAS POR LOS AIRES CON #TRIALSFUSION :) NO OS PERDAIS LOS LOCOS SALTOS EN MOTO DEL CAKITAS! http://t.co/aguUiO2Ua9
557398834045657088***,***ESTAMOS A 7 CAKISUSCRIPTORES DE LOS 1.400!!!! :) https://t.co/MNgEaIzZKS
557365358407852032***,***The Last of Us: http://t.co/lKXG92N1tS
557348993189957632***,***EVOLVE  CON AMIGOS: http://t.co/sk5BtsPj9S
557227445162500096***,***@tineosam777 at! Pasate por mi canal a ver si te gusta y te suscribes :) https://t.co/MNgEaIzZKS
557121552375107584***,***ACCIDENTES MORTALES EN #GTAV ONLINE MUSICAL CON JOHANN SEBASTIAN #BACH :) http://t.co/N5cdmLw8RA
557041987656757248***,***@FrankitoTC Gracias!!!
557041964026036224***,***RT @FrankitoTC: @elcakitasgames Graciaaass!! Me paso de inmediato a ver GTA V y me suscribo... Saludoooooss !!!
557040883120340992***,***@FrankitoTC HOLA! DE TODO! DESDE GTAV HASTA MINECRAFT. PASATE POR EL CANAL SI TE APETECE :)
557040801675350016***,***@chucky7878 GRACIAS A TI! PASATE POR MI CANAL SI TE APETECE :)
557037243412799488***,***AUTENTICOS AMERICANOS NOS ENSENAN INGLES EN APRENDE INGLES CON #MINECRAFT!!!! http://t.co/mVvCRYoVlx
556823132192145409***,***HE PODIDO PROBAR #EVOLVE PARA #PS4 Y ES MONSTRUOSO! NO OS PERDAIS EL CAKIVIDEO! :) http://t.co/aGPTc41JOW
556676155697156096***,***EVOLVE  CON AMIGOS: http://t.co/Kz0Xy9H05B
556612707785261056***,***FAR CRY 4: http://t.co/cVyUQUAgRi
556556240633872385***,***FAR CRY 4: http://t.co/8bs1f15cAA
556395521305485312***,***NECESITAS MAS ESPACIO EN TU #PS4? EL CAKITAS TE ENSENA A CAMBIAR EL DISCO DURO DE TU #PLAYSTATION! http://t.co/uuv1j0MXeu
556384659437649923***,***GTAV: http://t.co/XAMkMYwHV6
556378307915038720***,***Dragon Age: http://t.co/aYWVcBfzWv
556360399549779968***,***GTAV: http://t.co/sKpoyn1cwP
555906244469202944***,***@14469d09bd65437 gracias Angie!
555906200798117890***,***RT @14469d09bd65437: @elcakitasgames  suerte con el disco   ...  continuare esperando nuevo video
555894353139204098***,***HOY NO HAY VIDEO EN EL CANAL PORQUE ESTOY CAMBIANDO EL DISCO DE 500MEGAS DE LA #PS4 A UNO DE 2 TERAS. DESEADME SUERTE!
555418072035504129***,***@Gus_Brony Hola Gus! Acabo de llegar. Gracias por el video. No se si hare video reaccion porque no se que es y nunca he hecho :)
555368102217916416***,***ACABO DE LLEGAR A ESTADOS UNIDOS CON HERMANO ENANO Y EL RESTO DE LA FAMILY! HOLA DESDE LOS USA!
555367739007971329***,***ELCAKITAS SE PASA EL FINAL DE #PT CON SU VECINO TONINO. ATENTOS PORQUE EN UN RATO TENDREIS TODO EL DIRECTO DEL TRAILER JUGABLE DE...
554688955694997505***,***LOS LUNES #GTAV CON EL CAKITAS. HOY CAKITAS CONTRA MACACO! http://t.co/3HrhyrYbgY
554611353890357249***,***@HapyesGamer lo colgue cuando te avise, antes del domingo :) salgo de viaje hoy. Saludos!
554606944384589825***,***Estrenamos PT concakita en los pantalones: http://t.co/FwioIO3sQP
554421552981090305***,***Estrenamos PT concakita en los pantalones: http://t.co/thcYTKeHgM
554325004998156290***,***QUE OS PARECE LA NUEVA CORTINILLA DE SALIDA DE ELCAKITAS? http://t.co/tvjNqu9u90
554228838612619264***,***MI CAKIVECINO SE CUELA EN MI MINA DE APRENDE INGLES CON #MINECRAFT :) http://t.co/RrLzkajEKH
553853846343397376***,***LA VOZ REAL DEL CAKITAS EN UN DIRECTO EN #TWITCH CON #GTAV! OMG! http://t.co/El9AgpnNsH
553712172023709696***,***@Ssbb1998Ac HOla Aerico!
553712127815733248***,***@maxy_30 Gracias Christian! Va genial!
553612239312535552***,***RT @samwick1903: @elcakitasgames  me gustan tus videoa
553612225899151360***,***@samwick1903 Gracias!
553544038503030784***,***LA PESADILLA DEL CAKITAS: http://t.co/LTTKq0qZMV via @YouTube
553507161079558145***,***LA PESADILLA DEL CAKITAS. NUEVO #VLOGhttps://t.co/pws5RC2VV4
553136727708418048***,***ECHANDOME UNAS RISAS CON #LOADOUT PARA #PS4 EL #SHOOTER MAS CACHONDO DEL ANO :) http://t.co/gw2jdOZGxv
553028538362630147***,***GTAV: http://t.co/Oz1HGwiBOs
552897186326134786***,***PROBANDO #LOADOUT EN #PS4 UN #SHOOTER DIVERTIDISIMO ESTILO CARTOON QUE MANANA JUEVES SUBO AL CANAL! LOS JUEVES SHOOTER!
552876783247577088***,***EL PRIMER DIRECTO OFICIAL DEL CAKITAS ESTA DISPONIBLE EN #TWITCH :) http://t.co/zyLsixITl8
552873993431425026***,***QUE OS PARECE LA NUEVA PROGRAMACION DE EL CAKITAS? :) http://t.co/gjAOh6yMtN
552776718571032578***,***ECHA UN VISTAZO AL VLOG DEL CAKITAS DONDE EXPLICA LA PROGRAMACION DE SU CANAL JUNTO A SU CAKIPADRE :) http://t.co/s3XooQe5QM
552565449398169601***,***@Gus_Brony no! En dos semanas :)
552562854390685697***,***EL CAKITAS ES PILLADO INFRAGANTI USANDO SU VOZ REAL EN UN DIRECTO DE #GTAVhttp://t.co/wypzHnj6jG
552518323217641474***,***Far Cry 4 se le resiste al Cakitas!: http://t.co/QH9wubjg63
552481819816632320***,***@HapyesGamer ya la he publicado. Y en Facebook tb. Gracias!'
552411157064318976***,***GRACIAS A @HapyesGamer POR SU ORIGINAL RETRATO DEL CAKITAS!!! DA GUSTO CON AMIGOS ASI :) http://t.co/DrC0ruFKid
552408804231774211***,***EL CAKITAS ESTRENA #KARMARUN EN REYES http://t.co/uiU5KbhiX5
552408553559187457***,***@HapyesGamer LO PONDRE EL DOMINGO :)
552180769872162817***,***@Gus_Brony No lo vi ;(
552159398802755584***,***A SOLO 4 SUSCRIPTORES PARA LLEGAR A LOS 1300! https://t.co/jMCs4fAcYt
552102400916721664***,***RT @FelixElNoob: @ElCakitas @elcakitasgames @OMGitsAmeNy Minecraft al desnudo| cap 2 | El asesino !!!!!: http://t.co/WfFfIi2vz9
552062288774303744***,***EL CAKITAS INDETECTABLE Y LETAL EN #FARCRY4 :) http://t.co/VWV53fTKp9
551719299212402688***,***@Outconsumer Tomo nota :) Gracias! Tu canal es estupendo! Lo veo con mi hijo ;)
551671913853239296***,***NUEVO APRENDE INGLES CON #MINECRAFT EN UN MUNDO ALTERNATIVO! #SKYRIM EDITION :) https://t.co/PileoIuCTI
551554911549521920***,***ELCAKITAS ESTRENA EL #MINECRAFT #SKYRIM EN #PS4 :) #APRENDEINGLESCONMINECRAFT http://t.co/aZPXEfmZVZ
551505206169841664***,***@Outconsumer como haces para subir el streaming con tan buena calidad? Gracias! :)
551493869792411650***,***@Gus_Brony Por cierto, has visto que te he saludado en el video de hoy?
551493783058415616***,***@Gus_Brony Gracias por la recomendacion! :)
551489590503407617***,***@Gus_Brony Como cual? :)
551489543200067584***,***@Mendoza03Luis gracias luis!!!
551466608812916736***,***EL CAKITAS INVITADO A LA BODA ROJA DE #JUEGODETRONOS #GAMEOFTHRONES CAKITULO 1! https://t.co/4mvGogjeHh
551418225209401344***,***RT @Aaronciito22: @elcakitasgames gracias eres un youruber muy especial eres muy guay
551414031366782976***,***EN UN RATITO SUBO #JUEGODETRONOS AL CANAL :) #GAMEOFTHRONES #IRONFROMICE
550958504056717312***,***rescate por amor en #farcry4 :) http://t.co/V3z0mpfXLZ
550806373404258304***,***Voy a grabar que hay que empezar el ano con cakifuerzas :)
550804554112311297***,***@Aaronciito22 Pedon, queria decir en el del sabado, el del 3 de Enero :) Un cakiabrazo!!!
550803807354249216***,***@Aaronciito22 ok. En el del miercoles :)
550771878768697344***,***@marcosgeymer1 Todavia no pero lo hare :)
550277768500760576***,***LOS 5 MEJORES JUEGOS DEL ANO SEGUN @ELCAKITAS @EA_Espana @dragonageSpain http://t.co/MDCxTtRBxs
550237489840291840***,***5 COSAS SOBRE EL CAKITAS Y FELIZ #NOCHEVIEJA :) http://t.co/PPWJFdjNbA
549987218287493120***,***@mattii_ok PERFECTO :) HARE UNAS PRUEBAS CON MI VOZ REAL!
549978050000330752***,***@mattii_ok PREFERIRIAS UNA VOZ MAS NORMAL?
549977979036925952***,***@mattii_ok JAJAJAJA! ES LO QUE TIENE EL CAKITAS :)
549975632260923392***,***CAKIASESINO EN #PARIS CON #ASSASSINSCREEDUNITY EN UN NUEVO CAKITULO! https://t.co/EK9Ehk5BLc
549759998700834818***,***@alejandro_att29 MUCHAS GRACIAS ALEJANDRO!
549759956225101824***,***RT @alejandro_att29: @elcakitasgames me parto el culo con tu canal tio haces mucha gracia😀
549705055268777984***,***RT @FelixElNoob: Serie con @ElCakitas. @elcakitasgames. Y @OMGitsAmeNy MINECRAFT AL DESNUDO | cap 1 | Un extravagante ami: http://t.co/baE…
549632864116310016***,***@HapyesGamer claro :) en los primeros dias del 2015. Un cakisaludo!
549632764543508480***,***@SinSwaggMeMuero el 2 souls :)
549632717160476672***,***@SinSwaggMeMuero Voy a ver si hay para PS4 :)
549632662726791170***,***@HapyesGamer y lo voy a hacer :)
549573420330262528***,***@bylopesitonoob ps4
549573393675452416***,***@alejandro_att29 ps4
549564060736716800***,***@bylopesitonoob Si :) Ese sigo subiendolo. Gracias!
549561170676678656***,***@juanitohasnas Sigo, sigo :)
549560952640012289***,***@WillmartSteps Sigo con Far Cry 4 entonces. Gracias Willmart!
549560874361683968***,***@juanitohasnas lo estoy mirando. Sale en Enero :)
549560466406932480***,***Alguien que me cuente las caracteristicas minimas para un PC para gamer, please? Es para reyes :)
549557972289212417***,***QUE JUEGOS ME RECOMENDAIS PARA JUGAR EN EL CANAL A PARTIR DE #2015? :)
549544864002883584***,***EL CAKITAS SE ENAMORA DE AMITA EN #FARCRY4 https://t.co/wziA8ErlT0
549350374130589698***,***@AntonioPanRF EL METAL DE MINECRAFT!
549350319772409857***,***@Julia279Julia GRACIAS A TI!
549350227728433152***,***YA SOMOS 1.200 SUSCRIPTORES EN EL CANAL DEL CAKITAS!!! CAKIGRACIAS :) UNETE A LA CAKIFIESTA!!!!
549211391631319040***,***@HapyesGamer lo hare!
549142767314948096***,***APRENDE INGLES CON #MINECRAFT NUEVO Y CON NUEVOS AMIGOS! http://t.co/wB9JKiiWEf
549043731123699712***,***@HapyesGamer LA PONDRE EN UN VIDEO Y TE MENCIONARE :)
549043617466449920***,***@HapyesGamer no la pondre de perfil pero si la publicare!!!!GRACIAS!!!!!
549043507286261760***,***@HapyesGamer la subire a face y twitter :) muchas cakigracias, de verdad!
549043088367566849***,***@HapyesGamer ME ENCANTA! GRACIAS!!!!
549043059158437889***,***RT @HapyesGamer: @elcakitasgames Cakitas mira esta es la foto para tu canal que te prometi en un video ojala que la pongas :-) http://t.co/…
549021813112832000***,***@braymar123456 no le conozco pero me encantan sus videos :)
548822170802331648***,***ELCAKITAS ATRAVIESA LAS MONTANAS EN UN NUEVO CAKITULO DE #DragonAgeInquisition https://t.co/pWqAN3Oaxe
548532108881567744***,***MANERAS TONTAS DE MORIR EN #NAVIDAD #DUMBWAYSTODIE http://t.co/b5HxZgmXVZ
548303381216108545***,***@c569047a57e5409 gracias!
548299731919986688***,***@c569047a57e5409 Y ESO POR QUE? :(
548103850801233921***,***NOVEDADES NAVIDENAS EN #GTAV https://t.co/LpXUWu2nZF
547759325461360640***,***#FELIZNAVIDAD DE PARTE DE ELCAKITAS Y DE HERMANO ENANO :) https://t.co/eKcx5yQBpP
547756168794607616***,***#FIFA15 #REALMADRID VS #FCBARCELONA ENTRE EL CAKITAS Y HERMANO ENANO :) https://t.co/DThlrpd6LU
547542446897639425***,***Si sabeis un poco de ingles este enlace a como se hizo #DragonAgeInquisition es cakigenial! http://t.co/BTIhimP4qS
547539883175464960***,***@cote_gaymer @colo1colino felicidades :)
547331499230785536***,***EL CAKITAS JUEGA A UN JUGO TERRORIFICO! #SLENDERTHEARRIVAL https://t.co/bMcFVxIKEw
547067629635391488***,***@c569047a57e5409 @isma34469 Isma es IsmaTorres, el suscriptor de ayer en Minecraft PS4?
547065641816309760***,***@c569047a57e5409 @isma34469 ayer subi minecraft :)
547037913473904640***,***@isma34469 MUCHAS GRACIAS :)
546998134128537601***,***NACE UN NUEVO CANAL DEL QUE TENGO LA SUERTE DE FORMAR PARTE :) @eatomicgames https://t.co/9M2qvwbZG9
546982229852053504***,***SEGUNDO CAKITULO DE "EL PODER SECRETO DE LOS VIDEOJUEGOS" CON #DRAGONAGEINQUISITION :) http://t.co/pNaTBpCimv
546812098882592768***,***@e_evergara Cakigracias! Te vas a reir :)
546605046281293824***,***ELCAKITAS Y SU CAKISOBRINA ENCUENTRAN UN POBLADO EN EL NUEVO CAKITULO DE APRENDE #INGLES CON #MINECRAFT http://t.co/RviU9N7rGA
546462938840977408***,***RT @DaniGamer5678: Mi juego favorito Minecraft !!
546447922397978624***,***RT @MaaryMatteu07: Todavia estoy re feliz porque voy a ir al 5 y me van a tocar como con 4 o 5 de la clase juntosss &lt;3
546371401582936064***,***@EatomicGames #AquiesdondegraboYT en Espana @noeliaSoyUnaPro @Candedonutts @OMGitsAmeNy @bellotero69 http://t.co/XMYQPwBavN
546306032906289153***,***@josedaniel0508 GRACIAS! :) CUALQUIER CONSEKO PARA MEJORAR EL CANAL ES BIENVENIDO :)
546304837378654209***,***ELCAKITAS ESTRENA #DRAGONAGEINQUISITION EN UNA NUEVA SERIE: EL PODER SECRETO DE LOS #VIDEOJUEGOS :) http://t.co/7GW0oaPQeu
546038382338777088***,***LLEGUE A ESPANA... A MADRID... EL CAKITAS VUELVE A SER CANI :)
545995407504183296***,***@TheJosUriel_Omg Claro! En el del domingo :)
545985618548125696***,***@c569047a57e5409 LIGAR ES FACIL SI ERES NA CACA ROSA COMO YO...
545985053185306624***,***@c569047a57e5409 DRAGON AGE INQUISITION! :) UNA JOYA QUE ACABA DE SALIR!
545984466876125184***,***MANANA ESTRENO NUEVO JUEGO Y NUEVA SERIE EN EL CANAL. ESTAD ATENTOS! LA SERIE SE LLAMA "EL PODER SECRETO DE LOS VIDEOJUEGOS" :)
545982295145218048***,***@jorsuajimenez54 Manana subo juego nuevo. A sus ordenes :) Un cakisaludo!
545981800112463872***,***@jorsuajimenez54 que te apetece que haga :)
545924817472733184***,***Hoy el canal de elcakitas cumple 4 meses! Lo celebramos con un  karaoke?https://t.co/RN6VLwAj8W
545707179668688896***,***@elpapicampo1 GRACIAS!!!!
545706154031325184***,***ESPECIAL 1.000 SUSCRIPTORES DE ELCAKITAS ;) https://t.co/jMCs4fAcYt
545229750868783106***,***MI ESPECIAL 1000 SUSCRIPTORES! http://t.co/l63JB2mjxl
545090154440826880***,***@HapyesGamer YES, SIR!
544941881722155009***,***MANANA SUBO EL ESPECIAL 1.000 SUSCRIPTORES :) ESTAD CAKIATENTOS!
544731637397737472***,***@Juandauwh07 ESPANA PERO VIVO EN USA :)
544696187844964352***,***@ISACC_ggamerr CAKIGRACIASSSS!!!! LLEGAMOS AL LOS 1000 HOY :)
544694303629389824***,***@ISACC_ggamerr https://t.co/IN1m3CHeVO
544690457226133505***,***@maxy_30 @frank59099 GRACIAS DE VERDAD! YA SOMOS CASI 1000 SUSCRIPTORES EN MENOS DE 4 MESES!
544690377047801857***,***RT @maxy_30: @frank59099 @elcakitasgames la verdad que son muy buenos esos videos men :D felicitaciones :'D
544689764872359937***,***RT @frank59099: @elcakitasgames  ha haya casi me algo del bano son buenos tu videos ehhh #me_gustaron_mucho :)
544689746237063168***,***@frank59099 CAKIGRACIAS!!!!!
544679348981075970***,***@ISACC_ggamerr ELCAKITASGAMES :)
544538844561813505***,***@joseyitzetl Cakigracias! Jajajajajaja!!!
544501721599197184***,***@elpapicampo1 CAKIGRACIAS ADRIAN!
544501180768866305***,***LA CAKITAS Y LA CANDEDONUT DAN EL PALO EN #GTAV ONLINE https://t.co/VokoGZxsgK
544352307685494786***,***@ramoncho12345 LO HARE!
544321229973250048***,***@ramoncho12345 CLARO!!! :)
544313109117026305***,***@jhonnya75533456 Dime que te parece el canal :) Un cakisaludo!
544312696246517761***,***@SianyGuzman Jajajajajaja!!! Sorry...
544303345813295104***,***@777Javiera777 GRACIAS :) TE VAS A REIR!
544153680618852352***,***OTRA VEZ ES DOMINGO! Y OTRO CAKITULO DE APRENDE INGLES CON #MINECRAFT SALE A LA LUZ :): http://t.co/35GQMRhIts v
543989400334389248***,***@MaxiShooter10 GRACIAS X SEGUIRME! TENGO CANAL EN YOUTUBE Q TE MEAS ¿TE PASAS Y TE SUSCRIBES SI TE GUSTA? CAKISALUDO! http://t.co/3zUGUfjLLk
543966635384504320***,***@oswaldoelidiot1 Soy un youtuber misterioso :)
543965976002166784***,***@oswaldoelidiot1 elcakitas!!!
543950261727674368***,***@juanjo006 JUANJO! PRONTO HARE VIDEO DE PREGUNTAS Y RESPUESTAS :) EL CANAL YA TIENE CASI 100 SUS :)
543808178090020865***,***@luisfer76453721 a ver aqui https://t.co/IN1m3CHeVO
543807972334247936***,***@luisfer76453721 echale un vistazo a mi canal ;)
543807900477423616***,***@luisfer76453721 perfect!
543807285529554944***,***@luisfer76453721 en PC o en IPAD? Estoy pensando en subirlo al canal :)
543794311993651200***,***ELCAKITAS ESTRENA #LAPROFUNDAOSCURIDAD EN #DESTINY https://t.co/krh1DM8DmJ
543571173615730688***,***@renita_forever jajajaj! Si :=
543522816167911424***,***@GaelLuid hola!
543411971719053312***,***COD ADVANCED WARFARE #7 - UTOPIA: http://t.co/XTC5Qjcfg2 via @YouTube
543271174642208769***,***@miguel_pte este es el link https://t.co/IN1m3CHeVO
543144155623354368***,***HOY HE SUBIDO MI VIDEO NUMERO 100 AL CANAL DE YOUTUBE! https://t.co/IN1m3CHeVO
543094821900914688***,***@AlejoBounous Gracias! :)
543094799520108544***,***RT @AlejoBounous: @elcakitasgames soy tu sub 900
543080434603532289***,***Me quedan solo dos suscriptores para los 900! QUien se anima? https://t.co/IN1m3CHeVO
543079576553799681***,***RT @GonzaloRebel: Tengo una persona de mas de 800 suscriptores.y otra de mas de 4.000 .y recien empece en Twitter.Gracias
543060336434094080***,***MI HERMANO EL ENANO OS TRAE UNO DE SUS JUEGOS FAVORITOS MOVILES! #HUNGRYSHARK EVOLUTION! :) http://t.co/i7EDPfzvH8
542920329954197504***,***RT @IGN: Need help catching up on @DragonAge's story? Here's everything you need to know in 5 minutes. http://t.co/pbBPBrvVRv http://t.co/A…
542822097722945537***,***ESCUCHAD EN HIP-HOP DEL CAZA ROBADO EN #GTAV EL MUSICAL :) https://t.co/HQKVpbGjIe
542818315920363520***,***Me quedan menos de 30 suscriptores para los 900 :) QUien se anima? https://t.co/IN1m3CHeVO
542814331084079104***,***¡Hola, Twitter! #miprimerTweet
