648217589395648513***,***@liizethhmona wooooo antigua
170888977602187264***,***@NachaC_ Estaba viendo su flickr  i esta bastante linda i guapa xD
170888458599006208***,***cambie foto del perfill para todas las cocorocas xD antofagastina
170888305162985473***,***@NachaC_   asi es jajajajaj wnes pesao xD
170887603179094016***,***@NachaC_  te imaginas eso pegado toda la noche !!! auque no lo creo por que soy mas prendio que los reos del la carcel de honduras jajajajaa
170887350711369728***,***@ElMismisimoCaco @Nice_Carlita  jajajja wn pesaoo  jajaja pero esta medio usado ei viejo ese tiene que ser uno mas tierno de colegiala jajaj
170886558835154944***,***@ElMismisimoCaco @Nice_Carlita me imagino el dolor ni un peo creo que te puedes tirar algo tan basico
170886335161307136***,***@NachaC_  siiiiiii algo asi jajajaj despues de eso una buena red bull hay si que quedaremos cocoroko xD!
170885731328339970***,***@NachaC_  es medio intenso al parecer jajajajja tipo perreoooo xD
170885110143520769***,***que manera de comer palmitos !!! que terrible todo acido ahora  jojojoj
170884745117437953***,***@Nice_Carlita @ElMismisimoCaco  inchaito todo los Meces no pasa na jajaja !!!
170884331244498944***,***@NachaC_  dicen que no tiene olar pero tiene efecto mas fuerte i dura mas xD por lo que me contaron
170883216968908802***,***¿Cual es el brillo de los queques de #marihuana ?
170879771616620545***,***"Somos los primeros en querer que las cosas mejoren"
170879564250234880***,***@Nice_Carlita buen dia coquetona !! xD
170879473581961216***,***Guardiola dijo que vio feliz a Alexis tras marcar dos goles en la Champions
170879091413757952***,***Como buen consumidor  del #norte alto costo i poca calidad #antofagasta #calama
170878716589768705***,***Citas a siega!!  xd
170723654882181121***,***@Nice_Carlita como cual suena en este momento ?
170723525114597376***,***@NoSoyJoiii holiiiiiii
170705865035366400***,***@aguilera_titi @kvdcah @simplifika  woooooooooooow kjaKJAkjaKJAKja
170705770126639105***,***@FranDanae haces el dragon xd
170703721053949952***,***@__Sofis etsooo xD  como debe ser
170703618591305728***,***@Nice_Carlita @ramolica @pamela_pp que las cagan jajajajajjaja
170699576393744384***,***Si no eres feliz en donde estas, tampoco hagas infeliz a los demas
170681951336927232***,***@flakitapr woooooooooooow
170670807482253314***,***Lo que es la vida.... trabajar trabajar... y trabajar... para que cuando te paguen tengas que puro pagar, pagar y pagar!JAJAJAJ MEJOR ME RIO
170669179559608320***,***CON EL KARAOKE MAS DESAFINADO Y DESORDENADO xD EN #antofagasta
170666441681534976***,***puro estilo playero guatita al sol y sed de noche jojojo  ...!!!
170647802349764609***,***Estilo: Elegante, moderno, clasico, innovador
170617678959083520***,***International Summer love .. xD! ....
170230246900109313***,***@Melissa_Altamir @JulioWitto meli extranos tus llamados xD
170230077827723265***,***@Melissa_Altamir @JulioWitto  suavecito despacio hohoo xD
170229498766295040***,***@JulioWitto @Melissa_Altamir mientras no se me salga un peo esta todo bien jajajajjaj
170228333441855489***,***@Melissa_Altamir @JulioWitto algo sano no lo dudaria ;)
170227742309224449***,***@JulioWitto @Melissa_Altamir la vengo jotiando hace como dos anos xD jojojo
170227367795630082***,***@JulioWitto @Melissa_Altamir  dices que es fleto jojojojojojo !!
170226905763692544***,***@Melissa_Altamir que haces !!!
170226667200057344***,***@Melissa_Altamir siiii estoy aqui ;) disfrutando de un poco de sombra xD
170226163606761472***,***RT @Carabdechile: Conduccion segura: El cambio de luces altas a bajas debe hacerse minimo 200 metros antes, para evitar encandilar a otr ...
170226083914973184***,***@Melissa_Altamir hola mi rubia linda !!!
170224521620619265***,***International Summer love .. xD!
170200108741312512***,***Te Conquistaria... Pero Ya Es 30 . para la otra xD jo jo jo
170165235070681088***,***salio un viento maricon en #antofagasta !!
170159992899502080***,***@aguilera_titi entonces accion xD
170159687751315456***,***@aguilera_titi me parece bien tu desicion jojojojo en que topamos ahora !!
170159298377293825***,***@aguilera_titi damoles entonces xD
170159110468272129***,***@aguilera_titi pero bien pelaita pero con lengua xD xD xD xD
170158809535356928***,***@aguilera_titi la secamos xD jojojojo
170158429049069568***,***A todo mi encanto, sumale un movimiento pelvico asesino xD !
170152303536513026***,***@Nice_Carlita jajaja siiiii pero = no eran tan xl xD jajja eran L  ;)
169977265696931842***,***@Nice_Carlita para hacer el amor xD
169976823382413312***,***lluvia en #mineraSpence no para  #Calama #antofagasta
169918962967134209***,***ultima mente me han tocado puras rellenitas !!
169856122872795136***,***quick rundown on physical aspects and I speak of software and processing power
169596345278140416***,***En Casa , woooow XD
168129928359985152***,***En el Hotel , ahora ducha y al casino de calama xD! como vamos a estar a pura pega jojojojo !!!
167798675047854080***,***Cuando el corazon sufre el Higado lo apana i encuentra una compania pronto xd
167779985711579137***,***@FranDanae asi es el trabajo jojojo
167779368247099393***,***@Ex_Colmillo @Pullmanbus no es la primera vez despues te mandar a reclamar a la agencia i te deja el bus !! cuento corto
167778884933255168***,***terminando de cenar en el hotel ahora a dormir  con un buen postre! tuna con crema  !!!
167439738792460288***,***@valevier jajaajaja que le hace el agua al pescado !!!
167431202700148736***,***@valevier puedo ser tu lobo xD si lo deceas
167424384594755584***,***@valevier woooooooow no habra hombre lobo xD
167412084454330368***,***primer dia de turno ya en el hotel cenando En #calama
166944367385395201***,***@Melissa_Altamir vale gordita = para ti xD
166942691840626688***,***Maletas lista i haciendo la hora para una nueva semana laboral en el gran desierto de atacama  hasta 7 dias mas xD...!!!
166916666574381059***,***alguna amiguita en #calama para pasar el turno trankilo xD
166871317080051712***,***. Ahora a celebrar tetereretetetete jajaja Grax
166678334439297025***,***(◠‿◠) (◡‿◡) (◕‿◕) (~￣▽￣)~ (︶ω︶) (+_+)(✖╭╮✖) (≧◡≦) (¬_¬) (◑‿◐) (◕‿-) ✖‿✖ (-’_’-)(╥_╥) (╯_╰) (╯3╰) (o_-) (¬‿¬) (◣_◢) (∪ ◡ ∪)
166646719856123904***,***Ahora Arreglar las maletas para subir al hotel a Calama i empezar el turno nuevamente a todo pasto jojojoj!
166600254148444162***,***@pamela_pp esta terrible ese semaforo no pasen por ese sector taco espantoso !! 30 minutos esperando la salida del mall #antofagasta
166599681403658241***,***@Ovi_wan_Dubo @Loyback  espero que manana tampoco manana recien subo xD saludos !
166593698174480385***,***@Loyback @Ovi_wan_Dubo  llueve o no ???!!
166583347362017280***,***me quede a pata nueva mente pero pronto la gran adquisicion 2012 xD jojojojo :D
166582323142332418***,***#DROPBOX aumento a 5gb su plataforma esperemos que otros tomen la nueva iniciativa #anto
166581711948349440***,***#DROPBOX
166335413085151234***,***Quiero ser tu fortaleza en tu debilidad
166330954015703040***,***Viendo el festival de Iquique  !! Full HD #antofagasta  Abre Mirian Hernandez
165967890661638144***,***solucionnn xd
165912320193732608***,***Etnico y Moove xD! jojojojo ....!!
165906194039447552***,***el que no da consejo no llega a viejo ...!!!   asi de simple !!
165820739092623360***,***Cientos de ninos postulan a cantar con Roger Waters
165819666856546305***,***llego la ambulancia  todo rapido!!! estos es increible #antofagasta inedito woooooow
165819143898140673***,***@burbruja poblacion 18 septiembre!!
165818817203806208***,***@consupais en la 18 ambulancia en camino !!
165818776837820416***,***@burbruja en la 18 ambulancia en camino !!
165817683579912196***,***se acaba de caer un cabro chico de un segundo piso !!! #antofagasta
165607632860745728***,***Viendo el festival de Iquique esta bueno !! Full HD #antofagasta
165571913006067712***,***QUIERO SER TUYO ENTERITO XD LALALALA
165516738610479104***,***Recuerdo haber tocado la cima del mundo Y no haber sentido nada en especial
165516719895490560***,***Los recuerdos de mi mente me llevan a momentos de triunfo Me hacen recordar momentos de gloria
165490781438754816***,***COMIENDO UNA ENSALADA DE FRUTA REGIMEL XD MI ALMUERZO  JOJOJ
165478274548510720***,***"Somos legion, esto solo es el comienzo",
165477436740468736***,****Triunfo ciudadano: El rio Loa se salva!! por que no limpian el entorno del rio ya que ahora todos se suben al carro de la victoria  #calama
165461868180275201***,***Dicen que cuando estas despierto es porque no estas dormido
165456421503242241***,***Que Terrible Este Fin De Semana!!! Motivado Y Dulce i sana mente  jojoojojo
165452402516967424***,***Calculadora mide cuanto alcohol tomar con la nueva ley de "tolerancia cero" - Cooperativa.cl http://t.co/wQSgw0eP via @Cooperativa
165440067685457920***,***@freddy_pd_1987 !!! recomiendo a este tipo en #antofagasta  es buena honda i tela  xD
165292149557051392***,***@FranDanae ESO NO ME QUEDA AMI !!
165291576740950017***,***KIEN TIENE UN MODEN INTERNET A LA VENTA??? #ANTOFAGASTA
165257451078287361***,***viendo fiebre de flaites xD en chile vision
165248304538599425***,***Triunfo ciudadano: El rio Loa se salva!! por que no limpian el entorno del rio ya que ahora todos se suben al carro de la victoria  #calama
165172551688011776***,***@PanchoNunez si hay varia fotosssss masss del camionn jjajajajaj
165149037438316545***,***@PanchoNunez hermano aki tiene otra maravilla jajjajaj en el mar de antofagasta jajajjaaj saludos http://t.co/3ZufYdYn
165078592521388032***,***RT @aguilera_titi: #LosMejoresAromasDelMundo el olor a caca de los @Pato_Yeco_Afta #antofagasta
165074065860730881***,***@Manpower_Chile estimado fueran tan amables de mandar un correo de reclutamiento de #antofagasta para el cargo operador planta
165058330321092610***,***@barbarazf en donde estas? ciudad !!
165058075743621120***,***desayuno saludable !! galletitas de sabado con un jugo livean light xD asi de simple
165057215739338752***,***Buenos dias #ANTOFAGASTA es lindo despertar i ver el horizonte del pacifico !!!
165056671603888128***,***Buenos  dias @antofagasta es lindo despertar i ver el horizonte del pacifico  !!!
164922824526532608***,***@FranDanae tu nueva fotooooo pu pende
164922195959746560***,***@FranDanae estas cada dia mas linda xD
164921739816615938***,***woooooooow que tal!!
164826634971660290***,***@barbarazf y yo te puede mirar xD jojojoj ;)
164826027468664833***,***@barbarazf si eres linda quien no te mirara ;)
164825658437017600***,***ENSENANDOLE A LAS PELAITAS A SER SENORITAS !**
164821592281587712***,***toy que me cago!!
164728488966897665***,***@aguilera_titi pero cocoroko siii :)
164728330308947968***,***@aguilera_titi no seas asiiiii !!!
164727176506261504***,***donde estan las chicas de #calama duermen hasta bien tarde
164709448244400128***,***De vuelta en antofagasta buen turno buena estadia buen hotel perfil el track shops 5 estrella !! ahora a relajarse a la playa xD
164554087457763328***,***@Melissa_Altamir CON MIGO XD
164550657905410048***,***@Melissa_Altamir I SE LANZA JOJOJOJO
164549168134754304***,***@Melissa_Altamir SIII AHORA TODO PARA TI XD
164545625134870528***,***GOLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLL  CTM MADRES CULIAR NIUN BRILLO
164539428520476673***,***QUE MANERA DE PASarme panfletos las las damas de noche en #calama en el hotel  jajajaja
164528849265246208***,***De vuelta en #antofagasta buen turno buena estadia buen hotel perfil el track shops 5 estrella  !! ahora a relajarse
161921887386091520***,***@Melissa_Altamir hola princesa xD
161920770367434752***,***@PanchoNunez  esta es la otra foto como hablamos jajajja esta mas clara !!pero no sale la patente saludos
161917360264060929***,***@PanchoNunez 82390327
161916144075288578***,***@PanchoNunez digame !!
161915702360539136***,***@PanchoNunez si dime !!!
161915656479064065***,***Para el  hotel en  #Calama me espera 7 largos dias en spence nos estamos lanzando de vuelta el Proximo miercoles en  #antofagasta xD
161913989578756096***,***Parece moda: Otro vehiculo fue arrastrado por las olas en Antofagasta #camionetaenelmar http://t.co/bxbvpeFU via @soychilecl
161840828212461569***,***arreglando el bolso para irme a faena   !
161533121509072896***,***@l0ndonGirl i ami me cuidas xD !! como tu juguete
161532852058591232***,***@l0ndonGirl wooooooooow !!! interezante son filetes!
161532245935538176***,***@l0ndonGirl tienes ipod de aple ? que aplicaciones tienes para hacer intercambios xD
161531486405804032***,***Insolito: Profesora dio a luz y tres horas despues realizo un examen
161531073476571136***,***a la playa aver un poco de culoles xD ...!!
161530821109493760***,***@prinzzipeza seria interexante xD
161530458939731968***,***@l0ndonGirl asi te gusta ese sistema jajaja de casino ?
161529456857579521***,***Que hacer si se encuentra un extraterrestre??? #antofagasta #calama #arica #coquimbo #serena #chile #concepcion
161528963758428160***,***Que hacer si se encuentra un extraterrestre
161456365859127297***,***World War Web  sin libre explecion !!gringo hijos de putas me robaron mi cuenta megadownload #eeuu #santiago #chile #antofagasta  !!!
161454594600341504***,***Libre expresion en america latina !!! necesito mi cuenta de megadowload ahoraa!! me estafaron ! gringos hijos de puta  http://t.co/HMAGkRCD
161450179931815936***,***Anonymous llamo a un Marzo Negro en represalia por el cierre de Megaupload a darle a donde mas les duele lucracion
161446516471513090***,***@rebelioncorp @soyantofagasta  si otro mas jajaja
161207925002612736***,***@burbruja @Bk_ultrax @OctavaCBA  gracias por que miraba i no miraba nada jajajja  los carros pura bulla xD
161205743758999552***,***@soyantofagasta #antofagasta aka otro pastel que se callo en el trocadero jajajaj http://t.co/7WPSeiBM
161200147093659648***,***“@Bk_ultrax: 10-01 Circunvalacion frente escuela escondida unidades B-10 B-5 #Antofagasta @burbruja  @OctavaCBA”//q paso que no se vee nada
161165602600390657***,***YA AMIGOS COLOCOLINOS,SE ABRIO LA CxENTA PARA INTENTAR REPATRIAR AL CHxPETE. DEPOSITAR!!! 119190345057 #antofagasta #chile #santiago RT xfa
161164184732708866***,***Por eso y mas que nunca, todos los colo-colinos demostraremos que nuestra voz manda, que nuestra voz es colo-colo.
161163087167238144***,***@yasni_x87 wooooooooow xD
161091323934425089***,***Artos pasteles por #antofagasta agueonao cayo al mar en el trocadero i anoche en el Huascar que pasa con las licencias? http://t.co/9VgeES0M
161088650917064704***,***Buen dia con una buena empanada sin acides empiezo el super gran domingo de calor en #antofagasta #calama #iquique
