670843527815954432***,***No tengo sueno wnn
625503094609190912***,***@fer15_rodriguez igual te amo
625502940829249536***,***Que liiiiindooo😍
625502614751473665***,***Matenlo
625496311354269696***,***RT @YolandaSultanaH: TAURO: No tema a la distancia que pueda generase entre ustedes. Evite las situaciones que alteren su armonia espiritua…
625495334517665792***,***@fer15_rodriguez si wn lo dejaste a la vista
625495160940560384***,***Y bueno tmb tengo el reloj del burgos
625495046297681920***,***@fer15_rodriguez tranquila mrd
625494825127800832***,***Fernanda tengo tu encendedorrr💕
625494084136927233***,***Usted es el culpablee te declaro mi enemigo,el unico bandido que se robo mi corazoon🎤
625492835857485825***,***RT @HoroscopoViral: #TAURO: A veces te cuesta expresar lo que sientes por eso, no te gusta repetir las cosas mas de una vez, si lo entiende…
625491444996964353***,***@fer15_rodriguez AHHHH mandale saludos jsksksjs
625491337815683072***,***RT @Alcocacolico: cuando termino de comer y me da sueno http://t.co/9vuY4U5ht7
625491137000833024***,***@fer15_rodriguez con cual de las dos estai?
625490980960141312***,***@fer15_rodriguez me tiene chataaaa
625490700310855681***,***Mama deja de ver sila ctmmm😒
625490215923269632***,***Se cumpliran 9 meses wnnnnnn😔
625485992141684736***,***@fer15_rodriguez volveremos a entrar JSJSJJSS
625485576263876608***,***"Mira los elefantes rosaados" KAJSJSJSJ plm
625482950465994753***,***Tengo que arreglar la pantalla si o si 😓😓
625481333960220672***,***Eri tan enferma http://t.co/PAHTowXIQf
625477911458541572***,***Ojala mnn ir a 💃
625477426588553216***,***@fer15_rodriguez ve el grupoooo de wsp
625477284007387136***,***RT @RaniTolueno: mi cuerpo pide sushi
625477178654896128***,***@fer15_rodriguez te calmai
625476831303573504***,***El dia que le cuente me sacara la ctm NAKSNSKS
625476451568062464***,***@fer15_rodriguez yo los amo con todo mi ❤😍😍😍😍
625475648493121538***,***@matibenitehcam1 yo tmb naniiiinnnnnn😔
625475587935764480***,***RT @matibenitehcam1: Extrano a la rocio😴😞
625435180262666240***,***Quee pajaaaaa
625372936468328448***,***Mjr vere peliculas 🎬🙆
625371801498071040***,***RT @rrruz: no quiero entrar a clases http://t.co/H60oXODxLW
625371425050902528***,***Que pajita entrar a clases 😥
625371358839574528***,***Lo peoooor
625111043866558464***,***RT @eileen_atorres: Y nunca mas en la vida tomo
625110521717637120***,***Btaaa no voy a poder comer nada 😩
625048704672735233***,***Paresco zombie 💀
624995449045405696***,***Blw😐
624788190700957696***,***@monsalveg97 AJJSJSKSJJS  si wn ahsjjs
624788005404962816***,***Me voy a lanzar
624753951951470592***,***Me duee la cebeza wnnn
624685272903614464***,***Me saque la ctm en el bano 😂🙋
624640624474595328***,***Me encanta la camuda chinaaa😍
624633685246128128***,***Eso si o si debo hacerlo👇
624633591625052160***,***RT @Marcooosolis: Siosi antes de morirme debo ir a Belgica a Tomorrowland👏🎊 #Tomorrowland
624633571286851584***,***Tengo hambre wnn
624632800596127745***,***Esconde el pan mrd JAJSJSJS
624628354608721924***,***SOFIA PESCA WSP MRDDD
624409337969123328***,***Que risa me daassssssss 😂🙆
624405872127672320***,***La caagai JAJAJA😋
624382224440410113***,***RT @danipd_: Internet 🍄
624072231656771584***,***RT @aranplf: por que vos, se nota que no me queres se nota que ya no hay amor y entonces ya no hay mas que hacer y yo me dedico al alcohol …
624047940890435584***,***RT @YolandaSultanaH: TAURO: La continuidad de su relacion esta en sus manos. Debe poner mas atencion a las molestias. Trabaja para salir de…
624039155975237632***,***Sofia ve wsp🙏
624038923954712576***,***@SofiaVegaContre AAAHHHHH SJSJAJS YA
624038813757755392***,***@SofiaVegaContre  cual? Ajjsjajs
624038398047715328***,***Oye que risaaa!! JAJAJAJAJSJAJSJ
624038228983697408***,***@SofiaVegaContre dije lo mismo y termine borrandolo wn siksksk
624029607147216896***,***Diego malditoo
623993128748511232***,***Me duele la cabeza😓
623936924856807424***,***Tengo friooo❄
623934792095145984***,***Amo a mi dentista
623899878909968388***,***@nferndeez JSJSJSJS WENO💟💟💟😓
623899537736888321***,***@nferndeez JSKSKSKS la sofia me reto por eso KAKSKSNS
623899093170003969***,***Somos actrices  n 1 con la sofia 😂💞💞💞🙏
623896038760415232***,***@eileen_atorres exacto AJSKSK
623892851743719425***,***No quiero entrar a clases wnnn😔
623892391745986560***,***Ayer me cai creo pero tengo una herida en el dedo JAJSKSKS
623706413454479360***,***@fer15_rodriguez ANIMOOOOOOOO MAPITA LIIIIINDAAAAAA💞💞💞💞💞😔😔😔 no mg verte asi cagaita 😓💩
623705123559239680***,***RT @felipeveraandr1: Quiero ver the walking dead😢😍
623687721723281408***,***Quiero sushi wn 😓
623687209640689664***,***RT @YolandaSultanaH: TAURO: Una nueva desilusion, pero que este tropiezo no te desanimarse. Para sentirse mas sano/a debemos mirar la vida …
623686507551924224***,***Carita que puso el wn jajjajs
623677683407454208***,***RT @f_saragoni: OOOOHHH, LA CAGOOOOOOOOOOOOO OOOOOOHHHH #ManosAlFuego
623675757567590400***,***RT @cami_negra75: Lo dire siempre, ni weona pongo las ✋✋ al 🔥 por alguien
623675676726587392***,***Me encanta mi fondo🐱😻
623674553651306497***,***Me encanta el color que me puseee😍😍
623673591884828673***,***Nunca mas
623524752548888576***,***Y que los tragooos, hicieron estragos en su cabezaaa
623510810908823552***,***RT @eileen_atorres: Ya no es molestoso usar audifonos con el tragusss😍😍😍😍😍😍😍
623348637058396160***,***Tengo hambre por la chucha
623348303623770112***,***RT @vitoko_carrasco: Algun dia encontrare mi alma gemela en la comida🐷🐷
623334045544546304***,***Ojala mnn este mi dentista🙆
623332533401427968***,***Wn que la cagasteee!
623331832914968576***,***@fer15_rodriguez jsjsjjssjjs ah vdd jajsjs
623331627394056192***,***RT @cnmellita: Quiero 🍣🍱
623331493990002688***,***@fer15_rodriguez AJSJS cuando fue eso
623328248538251267***,***Que pena
623239346519457792***,***RT @eileen_atorres: Hoy voy a beber y se que voy a enloquecer 😈
622993775397310465***,***Quiero un hand roll😔
622981498069741568***,***Chissstoso nms
622922166103896064***,***Eileen ve wsp
622903042225127424***,***Empiezo el miercoles sin falta😻👌
622879680690044928***,***Ojala mnn ir a las dos weas
622879569796812800***,***Quiero jugar play🎮
622873004419248128***,***Le hice el almuerzo a mi mama🙏 soy wena hija
622813325894778881***,***RT @_JavieraV: QUIERO LECHE CON PLATANO
622646139607744512***,***No duramos nada enojados jjsak❤
622645241288523776***,***Loooco, poooor besar tus labios sin que quede nada por dentro de mi diciendote todo
622634592172908544***,***Este wn me la hizo 😂
622619117850349568***,***RT @eileen_atorres: Mejor asi la otra semana me reviento😏
622523295599063040***,***RT @franisidoraaa: Dia paja
622452743526027264***,***Pta que eri lindo 😍 http://t.co/rePN3qdmU6
622444944859504642***,***Extrano a este wnnnn😒
622273422916251648***,***Ihhhh me acorde de algo
622273208247549952***,***RT @franisidoraaa: No supero el reggaeton antiguo
622272504351076352***,***Por un lado me alegro por ella apesar de todo lo que paso
622270057943552000***,***Weno sera
622269792544792576***,***Me carga que me pase esoooo😣
622260929552642048***,***Extrano a mi nanito 😔
622258202420334592***,***Tengo pegada una cancion pero no se como se llama😒
622257111171473408***,***Como no amar a ese hombre senoor😍
622256908112564224***,***Que soy wna😣
622254129017155584***,***Me he reido todo el dia de ese video, no me aburre la wea 😂
622253533220487168***,***Prox crimen 😳
622251154479689728***,***Que hace ella ahi😂
622249401143152640***,***una cosa puede llevar a la otra que me equivoque y te bese en la boca..🎶
622227617404555264***,***JAJSJAJSJ nunca superare ese video wn😂
622207463761289216***,***RT @barbarabvc21: Me encanta el perfume de hombre 😍
622113034866196480***,***MAS FELIZ NO PUEDO ESTAR CTM😍😍😍
622112918759436288***,***bien ctm salio la sgunda temporada😻🙏
622106178240294912***,***Cosita hermosa😻
622104678629789696***,***RT @FIL0S0FIA: Y hasta la persona que crees diferente, te decepciona.
622089300990128128***,***Me rei mucho con ese video JAKAJSJ que risa😂😂😂
622067530132258816***,***Upssssss🙊
622062365878652930***,***RT @_JavieraV: te crei cuica y andai participando en los concursos de instagram jdjds
621957168011583488***,***Me puse muy contenta cuando la javi me dijo que me vendera la pantalla😍
621956397966753792***,***ME ASUSTEEEEE AKSKSK
621954176520687616***,***Hace 1 semana se me habia perdido el control y hoy lo encontre weno fue mucha la felicidad
621953889810694144***,***Pan con mantequilla me salvo
621953011565391872***,***@_JavieraV SKSKSK descalificada
621952778169151488***,***10limones medio kiwi kiwi KSKSSK
621951026489356289***,***@SofiaVegaContre  apenas llegues tenemos que salir 😘😘
621950379027230720***,***@fer15_rodriguez CORRI DMS
621950139322769408***,***@fer15_rodriguez nunca mas robo una pelota 😓
621949378241105920***,***Extrano dms a la sofi😭😭❤
621946746273443840***,***Tengo bajon y me comere todo
621945691506671616***,***Y weno recien despaile
621944496767528963***,***@_fvillablanca contigo y vitoco nms😔😔❤❤❤❤ KAKSSKSKSJ
621944194660212736***,***Ahora con la fran tenemos un saludo especial💞😂💞
621940767930646528***,***@_JavieraV y yo a tii❤❤ jajsjs
621938910332067840***,***@_JavieraV SKSKSKSJJSKA nunca mas wn 😔
621938822532726784***,***@_fvillablanca USSKSKJSJSKS HOLA NANITAA AKSKSK😻😻💞
621935023126630400***,***Me hice la herida en la pierna porque salte el porton de la javi😂😂
621833719846957058***,***@eileen_atorres no wnnn😒😂🍷
621833372357263362***,***🙊🙊🙊 http://t.co/ftSbEU5yif
621831122079600640***,***💞💞💞💞🌸 http://t.co/fDc67N8hpL
621830887634784256***,***RT @franisidoraaa: Tu me dices si te busco o si nos escapamos, tenemos una noche loca lalalala y rico la pasamos🎶
621570278255140864***,***Tengo hambre 😐
621569212809641984***,***ANKAKAJAJAJAJA que risa
621560936550301696***,***Pucha no tengo sueno😒
621560752860700676***,***RT @Pedromatiaz_: nunca he ganado algun peluche en esas maquinas culias
621560717158842368***,***Y pues me pregunto pq te alejaste tanto de mi, pero el destino decidio q hoy yo este frente a ti🎧
621560130933555200***,***Me dio hambre 😂😕
621517771650822144***,***Try it outtt🎵
621517360290267138***,***RT @HoroscopoViral: #TAURO posee una mente penetrante y analitica, asi como una memoria excelente (aunque te diga lo contrario a veces)
621492881719738371***,***Se que tienes novio que te trata bien pero no como yooo, yo te trato al 💯
621491857911095296***,***Mucho menos quiero ser tu hombre solo matar la curiosidad🎧
621442863310741504***,***@eileen_atorres que lindas 😘
621381057678606336***,***RT @_JavieraV: quiero ver peliculas y comer mucho y regalonear 😞
621363138563305473***,***No me pienso levantar hoy🙈
621360625931939840***,***RT @_JavieraV: extrano mucho al leiva 😞
621197301017640960***,***@vitoko_carrasco sisi con eso esta bien😌🐷🎂
621195495487217664***,***@vitoko_carrasco come por mi 🐽🐷
621194407472164864***,***@vitoko_carrasco no encontre naaada JAKSJA😒
621191321387200512***,***@vitoko_carrasco  ojala sea sushi o torta 😒😒
621190768527601664***,***Morire de hambre en esta casa 😓
621190470723612672***,***RT @GranHoroscopo: #TAURO siempre tendra unas palabras amables para quien las necesite, pero tambien las mas duras para quien se las merezc…
621187172658491392***,***@vitoko_carrasco bta que rico
621186102070784000***,***Quiero sushi ahora ya 😔
621185195639767040***,***Hablando de comida me dio hambre 😕
621184223756595200***,***Si po👌
621183814694502400***,***RT @vitoko_carrasco: Yo deberia estar durmiendo🙌🙌
621183760940277760***,***@eileen_atorres 😘😘😘😘
621183342340407296***,***Malo tuu
621082385384402944***,***Tengo ganas de vomitar😓
621082165061750784***,***@fer15_rodriguez 😏💟😚
621081995876110336***,***@fer15_rodriguez  si no mnn pue 🙊
621081874811633664***,***PORQUE SOY TAN MANOS DE HACHA 😣😩
621081696268611584***,***@fer15_rodriguez pucha no puedo acuerdate 👉📱
621081209704214528***,***👉👈
621081148207329280***,***Me hubiera quedado dnd la feeeer😒
621080818811858944***,***Hace dms frio
621080652969050112***,***Bueeeeeno almenos le dije 😓
621052613526691840***,***RT @agussselizalde: El copete te da perso👌
621005398468898816***,***RT @fer15_rodriguez: Faltan sus juntas😒🍻
620987337837805569***,***RT @tauro_hn: #Tauro: siempre obtienes lo que deseas, incluso si lo que deseas no te desea a ti.
620986317812465664***,***Tengo que juntar plata nmsss pu😏
620986023053541376***,***La cageeee
620755497386405888***,***Que friooooo😓❄
620704037906812928***,***RT @franisidoraaa: Tuitel no te comparo😍
620699030079819777***,***@_JavieraV ve face ahora ya nanita
620690264487776256***,***@_JavieraV te amamos 😍
620689891140194304***,***Jiji http://t.co/ONJj3s7KkI
620648908570669057***,***Sofia demorate mas en banarte po 😕
620637182915645441***,***@SofiaVegaContre ve wsp nanita liiinda💞
620635991309721604***,***La sofia me da opciones jajajsj😻
620435947990188033***,***@matibenitehcam1 supeeer...😂😂😂
620435656586756096***,***@matibenitehcam1 JAJSJAJSJSSKSKSKS ctmmmmm😂😂
620435360619864064***,***@matibenitehcam1 QUIEEEEEN!?!?😂
620435170546610177***,***@matibenitehcam1 JAJAJJSJA que risa😂
620434642508845057***,***RT @conibhc: tengo ganas de tequilazos 😌😏😏
620434458295054337***,***@matibenitehcam1 me acorde de algo nanito 😂😂😂😂😂 el taxi JAKSKSJ
620433242433396736***,***Pucha estoy preocupada
620431003279060993***,***@SofiaVegaContre ve wsp
620430091907133440***,***Que paja wn
620429062268407808***,***FERNANDA DND ESTAS PLM😡
620428755337613312***,***@SofiaVegaContre y tu tmb pesca tu wea de celular ctm
620428689994588160***,***@SofiaVegaContre wn la llame y nada
620428649569865728***,***RT @YolandaSultanaH: TAURO: Inicia bien esta semana en el terreno afectivo. Ya es tiempo de sentar cabeza y de dejar atras los vicios. Cuid…
620428389518848000***,***👈😡
620428305892777985***,***No se para que tiene celular si ni contesta la ctmm😡
620427949397929984***,***@matibenitehcam1 ohhh me acorde del video😂😂😂 ctm
